-2	2	7	17	13	3	1	-1	5
1	-1	2	0	0	-3	-3	-2	-0.75
-7	16	3	-3	-3	0	2	-10	-0.25
-1	-4	-8	-5	-7	-4	0	-1	-3.75
-1	1	-11	-8	0	-1	-1	1	-2.5
-2	-13	2	5	-1	-2	-1	-2	-1.75
-2	-5	-10	-3	-3	-3	-3	-2	-3.875
-2	-5	-6	-10	-2	-1	-1	0	-3.375
-3	-13	6	-3	-4	-1	-1	0	-2.375
-5	-5	-6	-8	-9	-5	-3	-5	-5.75
1	5	-4	-5	1	-1	0	-2	-0.625
-7	-63	-8	-10	-6	-5	-1	-3	-12.875
-2	2	7	1	-2	-3	-6	-2	-0.625
1	0	3	3	0	-2	0	1	0.75
-3	-6	10	4	-3	0	-1	-2	-0.125
4	5	-4	-2	0	-1	0	3	0.625
-5	-2	-5	-2	1	0	-1	-2	-2
1	-2	-1	8	2	0	-1	0	0.875
-1	5	3	1	-1	-1	-1	-1	0.5
0	1	7	5	2	4	2	-1	2.5
-1	0	0	-2	-2	-2	1	3	-0.375
18	16	2	0	-2	-1	4	8	5.625
-1	2	3	3	2	3	1	-2	1.375
1	-9	15	7	0	-1	-1	-1	1.375
-3	-19	5	-1	0	2	-2	0	-2.25
1	-14	0	-1	0	-2	-1	-1	-2.25
-1	-15	2	-2	-4	-1	-3	-3	-3.375
0	17	1	-6	-3	-3	-6	-3	-0.375
2	-3	12	7	2	2	1	-1	2.75
-2	0	-3	-5	-1	-1	-1	-1	-1.75
-1	3	6	2	1	1	-4	1	1.125
0	2	0	0	-1	1	2	1	0.625
-2	-1	-3	-1	1	-2	-5	-4	-2.125
2	2	7	8	5	3	0	2	3.625
1	-8	4	3	-1	1	-1	-1	-0.25
-2	-1	-4	5	1	0	-1	1	-0.125
3	-9	-8	-3	-1	-1	-2	-3	-3
-4	20	0	-4	-3	-1	0	-2	0.75
-3	-3	-1	-13	-6	-4	-2	-2	-4.25
0	0	2	4	-1	-2	-1	-3	-0.125
75	-5	13	11	3	0	-1	2	12.25
2	16	4	3	0	0	-4	-6	1.875
0	8	6	4	1	0	-2	-1	2
0	1	14	2	2	-1	-1	-1	2
-3	-6	-38	-16	-8	-4	1	-1	-9.375
3	-4	1	0	-1	1	0	0	0
-2	0	2	4	2	0	-1	0	0.625
0	1	-8	-1	1	2	1	0	-0.5
0	1	-2	3	4	4	3	0	1.625
3	0	1	0	3	2	-1	-4	0.5
-4	-1	-2	0	1	0	-3	-6	-1.875
1	5	23	14	2	-1	-1	0	5.375
1	-1	-4	3	10	6	5	-1	2.375
-1	2	2	0	0	2	2	2	1.125
-1	4	5	1	-1	-5	-1	-1	0.125
0	-2	0	0	-1	-2	0	-1	-0.75
0	-2	1	2	4	0	1	-1	0.625
0	1	-11	-8	2	4	2	1	-1.125
-4	-3	-4	-6	-10	-5	-7	-3	-5.25
0	0	3	5	4	0	-1	0	1.375
-3	0	-2	-3	-1	0	0	-1	-1.25
0	1	-2	7	3	0	-1	-1	0.875
-6	-24	1	10	11	7	0	-5	-0.75
-1	-8	-9	-4	-2	-3	-4	-3	-4.25
1	7	12	10	-3	-3	-2	0	2.75
0	-14	-45	-28	-6	-4	-3	-3	-12.875
-1	-2	-2	1	1	0	-2	-1	-0.75
0	-1	0	3	-1	1	0	-1	0.125
0	1	5	2	1	0	0	1	1.25
-2	-3	4	-1	1	0	-1	-2	-0.5
-2	3	0	-2	-3	-5	-3	-2	-1.75
-1	-2	2	4	3	3	1	-1	1.125
0	-2	10	5	2	2	3	0	2.5
-2	-1	-17	-20	-5	-4	-5	-2	-7
-2	-4	-25	-5	-2	-2	0	-2	-5.25
-1	-1	-2	4	1	-1	0	-1	-0.125
-4	-6	0	1	0	1	1	-1	-1
-1	-7	20	6	-4	-2	-1	-1	1.25
-1	-3	-14	-6	-4	-6	-2	-1	-4.625
-1	0	4	5	3	2	0	0	1.625
1	-9	-27	-13	-3	-1	-2	0	-6.75
-1	-3	-4	-3	-1	-1	-2	-2	-2.125
2	-1	18	7	2	1	0	0	3.625
-1	1	0	0	-2	-1	-1	-2	-0.75
-3	-5	-13	-9	-5	-7	-1	-2	-5.625
-3	-4	4	-4	-2	-1	0	-2	-1.5
1	0	-23	-1	3	1	2	2	-1.875
-1	-2	1	-1	-1	0	-1	-3	-1
-3	-11	-3	-6	-2	-1	-1	-3	-3.75
7	10	9	-2	0	-1	6	14	5.375
1	-1	-13	-6	1	-1	1	-1	-2.375
2	5	16	23	9	6	4	0	8.125
-8	-8	-4	-6	-6	-3	1	0	-4.25
-2	-5	-8	-5	-3	-4	-1	0	-3.5
-1	-1	6	2	1	0	0	-2	0.625
12	4	-2	-3	-3	-1	0	5	1.5
3	-5	5	7	2	3	1	0	2
-13	0	-4	-9	-5	0	1	3	-3.375
1	8	2	-2	-2	-2	-3	-1	0.125
-2	-1	-5	-2	-5	-4	-1	-1	-2.625
9	-26	-4	0	-2	-2	-4	-12	-5.125
-1	-2	3	-6	1	2	-2	-4	-1.125
1	2	-2	-2	0	2	-1	-1	-0.125
-2	5	-10	-7	0	0	-2	-1	-2.125
0	0	-3	-3	-1	1	0	-1	-0.875
-3	1	0	-1	-2	0	2	0	-0.375
4	38	55	43	12	2	5	13	21.5
22	-8	14	4	-1	-2	7	15	6.375
1	-2	-4	-5	-3	0	8	-2	-0.875
-2	-3	4	-5	-4	-3	-2	-3	-2.25
0	-2	0	3	1	0	-2	-1	-0.125
1	1	-2	5	3	4	3	0	1.875
2	9	13	1	-2	-4	4	6	3.625
1	-6	9	-2	0	0	1	1	0.5
3	-10	16	3	0	0	0	3	1.875
-2	-5	-7	-5	-5	-3	-3	-2	-4
29	59	-34	1	3	-3	16	36	13.375
39	-25	6	5	2	0	6	17	6.25
-1	2	-36	-23	-9	-5	-4	-1	-9.625
-4	-25	-5	-3	0	0	1	0	-4.5
-4	9	0	1	0	1	1	-1	0.875
14	7	4	5	0	2	5	5	5.25
-7	4	3	-3	-2	-4	-5	4	-1.25
-29	-32	42	28	2	-6	-1	-12	-1
-3	-15	8	1	0	-1	-4	-2	-2
0	-4	1	2	2	0	1	0	0.25
7	5	7	-1	1	0	1	1	2.625
4	11	-10	-13	-8	-3	1	0	-2.25
-1	11	21	12	2	1	3	3	6.5
-7	-10	-24	-12	-1	1	1	-7	-7.375
-2	3	-16	-4	-2	-1	1	1	-2.5
-3	-3	5	-1	-4	-3	-2	-2	-1.625
-4	1	-5	-4	-2	0	1	-4	-2.125
0	-2	30	7	6	4	1	2	6
1	0	-9	7	2	0	2	0	0.375
-2	-1	-2	1	0	-1	-1	-1	-0.875
-3	-1	1	-2	1	-2	-2	-2	-1.25
-1	-3	-11	-7	-7	-5	-2	-2	-4.75
-3	-2	0	2	-1	0	-1	0	-0.625
-5	-18	5	3	-2	1	1	-1	-2
-1	0	1	-1	1	-2	-2	-1	-0.625
2	1	-4	-2	0	-1	-2	-2	-1
0	-2	-4	-1	-1	-2	-2	-2	-1.75
-2	10	-30	-11	-3	-3	-3	-1	-5.375
-1	-2	-3	0	0	-4	-1	-3	-1.75
2	5	14	9	4	3	1	3	5.125
-2	-4	0	-1	1	-1	-1	-3	-1.375
93	74	26	2	-3	7	9	30	29.75
1	-5	-11	-1	3	1	-1	-1	-1.75
-2	-13	-5	-7	-2	-1	-1	-1	-4
-4	-6	-2	-5	-5	-4	-3	-2	-3.875
-1	0	6	1	-3	-1	-1	0	0.125
2	-4	-3	-4	-1	0	1	2	-0.875
4	-11	-2	-4	-3	-3	-2	-2	-2.875
-1	0	3	1	1	0	0	0	0.5
-1	-1	0	-1	-1	0	-1	-1	-0.75
-1	-1	1	0	1	0	-1	-1	-0.25
-3	0	-9	-7	-6	-3	-1	-1	-3.75
-3	2	3	2	0	0	-1	0	0.375
-1	4	-2	-2	-1	0	-2	-1	-0.625
0	2	5	2	-1	-2	0	1	0.875
2	26	10	7	4	5	0	2	7
-2	-3	-5	-9	-3	-2	-5	-2	-3.875
0	6	-28	-22	-7	-3	-2	-2	-7.25
2	3	-5	2	-1	-2	-1	0	-0.25
1	-2	5	0	0	-2	-1	-1	0
0	-9	0	-6	-3	0	0	0	-2.25
0	-1	1	0	1	-1	1	1	0.25
-1	0	1	2	1	0	1	0	0.5
-1	-34	14	4	-3	-4	0	-1	-3.125
-2	-18	3	7	2	-1	-2	-3	-1.75
-3	-8	-41	-12	-4	-5	-3	-2	-9.75
-1	0	13	-3	-4	-4	-5	-2	-0.75
1	10	6	2	1	-2	0	1	2.375
1	17	9	-1	0	-2	0	1	3.125
-3	3	9	2	1	2	1	0	1.875
-3	-33	-21	-8	-4	-2	-3	-5	-9.875
3	-7	-6	-3	-2	1	2	-1	-1.625
-2	-7	-2	0	0	0	-1	0	-1.5
-1	1	0	1	0	-2	1	0	0
-2	-1	0	-1	0	-1	0	-1	-0.75
2	-6	-1	0	-1	-1	-1	0	-1
0	0	-2	0	0	-1	0	0	-0.375
1	-3	-12	-4	-1	0	-3	-2	-3
3	3	0	4	0	-1	-2	-1	0.75
-1	1	-1	0	-1	1	0	-1	-0.25
-3	16	10	2	1	0	1	1	3.5
3	-22	-4	-1	-1	0	-2	0	-3.375
-1	1	5	-6	-4	-3	-1	1	-1
-7	-8	-31	-7	2	3	1	-7	-6.75
4	9	21	9	3	2	2	2	6.5
0	2	-3	7	9	4	4	1	3
3	33	17	9	1	0	2	3	8.5
-2	-19	3	7	-1	0	-1	-2	-1.875
-3	-2	3	2	4	2	0	-2	0.5
6	-15	-6	18	7	3	5	4	2.75
-5	-1	-3	0	1	-1	-2	-4	-1.875
-4	4	1	-4	-2	0	0	-2	-0.875
0	4	8	10	0	2	4	-1	3.375
1	-8	-24	-7	1	-1	-2	-1	-5.125
-1	-27	6	-1	0	-2	-1	-3	-3.625
1	2	-2	-3	-2	-2	-3	0	-1.125
1	1	-3	-1	1	0	0	0	-0.125
1	1	0	4	2	1	-1	0	1
-24	-2	12	-28	-10	-1	2	3	-6
-3	5	-1	4	3	1	1	-1	1.125
-1	-6	-29	-9	0	0	0	-2	-5.875
-3	-5	-5	-4	-6	-5	-3	-2	-4.125
-3	2	15	7	0	1	-1	-1	2.5
2	-2	13	12	-2	-1	-3	-9	1.25
-13	-10	37	13	2	-2	-3	3	3.375
24	-21	-5	-6	-11	-7	-19	-41	-10.75
-16	5	6	1	2	3	2	-8	-0.625
3	7	8	8	5	2	0	0	4.125
-21	-6	-3	-44	-14	-8	-8	-14	-14.75
-14	-37	-40	-27	-13	-9	-18	-72	-28.75
-11	-22	-66	-48	-35	-20	-12	-11	-28.125
0	2	-8	-6	-1	2	1	2	-1
8	3	-2	-5	-4	-3	1	17	1.875
-2	50	38	78	36	25	15	0	30
-1	20	12	20	7	3	4	-37	3.5
-3	-1	-2	-2	-5	-1	-5	-5	-3
2	5	5	0	-2	-4	-2	3	0.875
-7	-26	-2	-1	-1	-2	5	0	-4.25
0	-3	-5	-3	-3	0	0	-1	-1.875
-43	-5	15	27	8	-2	-1	11	1.25
82	48	40	41	23	17	10	-9	31.5
3	24	-23	-34	-9	-1	-6	-2	-6
3	19	-12	-7	2	0	-3	-10	-1
-3	-8	6	-2	-3	-4	-4	-1	-2.375
6	-11	1	-2	-2	-3	-4	-1	-2
45	103	18	-4	2	1	3	13	22.625
-1	8	-19	-5	0	-1	0	-1	-2.375
4	4	16	5	1	0	1	2	4.125
11	-17	14	16	14	19	68	127	31.5
-5	6	-11	2	2	0	0	1	-0.625
1	0	2	2	0	0	0	1	0.75
0	-2	0	-1	-1	-1	-2	-3	-1.25
-1	0	2	0	-1	-1	-1	1	-0.125
-4	-6	11	2	-5	-3	-2	-4	-1.375
48	32	11	2	-4	-3	-3	-4	9.875
-5	-5	10	11	8	8	2	-2	3.375
37	15	-7	-48	-23	-1	-11	-28	-8.25
-6	-1	6	5	0	-1	4	-4	0.375
-12	-60	-4	9	-2	-3	-3	7	-8.5
-2	-8	5	8	1	2	-3	-13	-1.25
-3	-14	-9	-5	-2	-3	0	0	-4.5
-1	1	-2	-6	-1	2	5	-1	-0.375
-2	-18	-21	-10	1	-4	-1	1	-6.75
-3	-32	-20	-7	-2	-1	1	4	-7.5
4	25	-9	2	3	2	2	1	3.75
4	-16	-19	-4	-2	-1	1	0	-4.625
-1	-2	0	4	9	4	1	0	1.875
1	5	10	1	1	1	-2	-1	2
0	-2	10	-1	-1	0	-1	0	0.625
-3	12	6	3	-1	-1	0	-1	1.875
1	19	-11	-6	-3	-2	0	-1	-0.375
2	-2	3	-4	-1	-3	0	-2	-0.875
-1	1	2	-7	-2	0	-1	-5	-1.625
-2	-9	-2	6	1	-1	0	1	-0.75
-1	-3	3	4	-2	-1	-1	2	0.125
-52	-14	2	-2	-10	-13	-10	-18	-14.625
-12	25	17	-5	-47	-18	-13	-32	-10.625
6	-63	-12	20	32	19	2	-15	-1.375
-2	-4	-1	-2	-1	-2	0	-1	-1.625
0	-7	-3	-1	-1	0	-3	0	-1.875
-2	-1	4	1	0	1	0	0	0.375
-22	1	-15	-12	-5	-1	1	14	-4.875
46	4	9	0	1	0	1	7	8.5
-5	-7	24	-11	-7	-6	-5	-9	-3.25
-8	-8	3	2	1	3	-2	-8	-2.125
0	-22	7	-13	-3	0	1	2	-3.5
6	1	33	32	11	6	1	6	12
1	9	-5	-4	-1	-2	-2	0	-0.5
-4	0	0	2	1	0	0	0	-0.125
-1	-2	-1	-1	-1	-1	1	-1	-0.875
0	2	4	3	1	-1	-1	-2	0.75
-4	11	11	2	0	0	-3	0	2.125
-2	-6	0	1	1	1	0	-2	-0.875
-5	38	54	47	12	9	19	3	22.125
4	41	1	11	7	-2	-1	-19	5.25
35	19	26	-1	5	1	9	45	17.375
-8	-8	-5	2	-2	-2	-4	-10	-4.625
0	15	1	-3	-1	-1	0	-1	1.25
-6	8	-1	-29	-15	-9	-20	-23	-11.875
-15	44	8	-20	5	6	0	14	5.25
-1	-17	-9	-9	-5	-5	-13	-20	-9.875
2	3	0	-2	-4	-2	2	3	0.25
-26	28	-7	4	1	0	3	3	0.75
2	-7	-1	9	-1	-7	-1	6	0
21	-120	-53	-81	-51	-15	-15	-31	-43.125
-5	-46	-1	-1	2	1	-2	-4	-7
7	13	11	5	4	2	4	10	7
28	-5	-3	5	1	-1	-1	0	3
-5	-8	-5	-4	-5	-4	-1	-3	-4.375
-1	1	24	9	6	7	5	10	7.625
-34	-48	6	24	16	13	-1	-19	-5.375
8	1	2	6	0	-2	-1	3	2.125
-2	3	-2	0	-1	1	1	-2	-0.25
0	-8	-11	-4	-2	0	0	0	-3.125
0	-2	-3	-3	-2	-2	-1	0	-1.625
0	4	1	0	-3	-2	-2	-1	-0.375
0	-3	-1	0	-2	-1	0	-1	-1
1	-1	-3	0	0	0	-2	0	-0.625
0	0	0	1	-1	0	0	-1	-0.125
-2	0	-2	-1	-2	-2	0	1	-1
-1	-1	2	0	-1	0	-1	-1	-0.375
-1	0	-5	2	-3	-1	-5	0	-1.625
8	-2	-1	-18	-6	-6	-1	-3	-3.625
0	3	20	9	0	-2	-1	0	3.625
-17	2	-62	-33	-2	4	-19	1	-15.75
-2	-19	-27	-13	-3	-2	0	-1	-8.375
-2	11	30	-1	0	0	1	0	4.875
-3	-2	-6	-1	0	0	3	-1	-1.25
-1	-3	-9	-12	-4	-3	-2	-2	-4.5
-1	-4	-3	9	3	2	1	-3	0.5
6	19	-2	10	5	3	-3	-7	3.875
-2	-1	4	6	3	1	-2	1	1.25
7	4	5	1	-2	-3	-1	-1	1.25
-4	-3	3	5	-5	-3	-3	0	-1.25
-1	2	6	2	1	0	1	0	1.375
-1	4	-4	-23	-4	-1	-2	-1	-4
10	3	2	0	-3	-1	0	5	2
-2	-1	-4	-3	-1	1	1	-2	-1.375
